title,score,categorias
rise of the footsoldier: the heist,3.5,comedy
prema gulabi,3.5,"drama,thriller,action"
ong bak 2,3.6,"comedy,thriller,documentaries"
ong bak - the thai warrior,3.6,"comedy,science fiction,thriller,action"
mojin: the worm valley,3.6,"comedy,science fiction,action"
good friday,3.6,drama
finger of guilt,3.5,"drama,thriller,action"
cosmoball,3.5,"comedy,science fiction,animation,action"
beautiful joe,3.5,"comedy,drama"
bad reputation,3.6,"drama,thriller,action"
asmee,3.5,"thriller,action"
2:hrs,3.5,"comedy,animation,documentaries"
13 assassins (english subtitled),3.6,"comedy,drama,documentaries"
zero tolerance,3.5,comedy
white girl apokalypse,3.5,"comedy,thriller"
voices from a locked room,3.5,drama
the disappearance of vonnie,3.6,"drama,thriller,action"
swing vote,3.5,drama
split images,3.6,"thriller,action"
shades,3.5,"comedy,thriller,action"
sergei: unplugged cinema by shailendra singh,3.5,drama
saravana,3.5,"comedy,drama"
mitti,3.6,"comedy,thriller"
"life is tough, eh providence?",3.6,"comedy,science fiction,action"
koch brothers exposed,3.6,documentaries
kartha,3.5,"comedy,drama,thriller,action"
kalavaani mappillai (hindi),3.5,"comedy,drama"
inheritance,3.5,"drama,thriller,action"
haseena maan jaayegi,3.5,"comedy,drama,documentaries,others"
haitian nights,3.5,"thriller,action"
guerillas in pink lace,3.5,comedy
girls vs gangsters,3.5,comedy
gajendra,3.4,"comedy,drama"
enclosed,3.5,"comedy,drama"
dead on,3.5,"comedy,thriller,action"
daily qigong with don fiore - 20 minutes,3.6,documentaries
cult following,3.5,"comedy,thriller"
come on get happy: the partridge family story,3.5,"comedy,drama"
american drug war: the last white hope,3.6,documentaries
3 pints and a rabbi,3.5,"comedy,science fiction,action"
tripwire,3.6,"comedy,drama,thriller,action"
three,3.6,comedy
the last outlaw,3.5,"science fiction,action"
sound! euphonium: the movie - welcome to the kitauji high school concert band,3.5,animation
red water,3.5,comedy
"me, myself, and i",3.5,comedy
gauthamante radham,3.6,"comedy,drama"
elvira's movie macabre: tormented,3.5,"comedy,thriller"
elvira's movie macabre: the werewolf of washington (2010),3.5,"comedy,thriller"
elvira's movie macabre: the terror,3.6,"comedy,thriller,action"
elvira's movie macabre: the satanic rites of dracula,3.6,"comedy,thriller,action"
elvira's movie macabre: the manster,3.6,"comedy,science fiction,thriller,action"
elvira's movie macabre: the killer shrews,3.5,"comedy,science fiction,thriller,action"
elvira's movie macabre: the giant gila monster,3.6,"comedy,science fiction,thriller,action"
elvira's movie macabre: the brain that wouldn't die,3.5,"comedy,science fiction,thriller,action"
elvira's movie macabre: teenagers from outer space,3.4,"comedy,science fiction,thriller,action"
elvira's movie macabre: scared to death,3.6,"comedy,thriller,action"
elvira's movie macabre: santa claus conquers the martians,3.4,"comedy,thriller"
elvira's movie macabre: night of the living dead,3.5,"comedy,thriller"
elvira's movie macabre: manos: the hands of fate,3.6,"comedy,thriller"
elvira's movie macabre: lady frankenstein,3.5,"comedy,science fiction,thriller,action"
elvira's movie macabre: i eat your skin,3.5,"comedy,thriller"
elvira's movie macabre: hercules and the captive women,3.5,"comedy,thriller"
elvira's movie macabre: eegah,3.5,"comedy,thriller"
elvira's movie macabre: don't look in the basement,3.5,"comedy,thriller,action"
elvira's movie macabre: beast from haunted cave,3.6,"comedy,thriller,action"
elvira's movie macabre: attack of the giant leeches,3.5,"comedy,science fiction,thriller,action"
elvira's movie macabre: a bucket of blood,3.6,"comedy,thriller"
children of the night,3.5,thriller
chhoto bou,3.5,drama
blood crime,3.5,"drama,thriller,action"
two cents from a pariah,3.4,"drama,thriller,action"
the waterfall murder,3.6,"thriller,action"
the last party,3.5,documentaries
tangerines,3.5,"comedy,drama"
reel injun,3.5,documentaries
chiara ferragni: unposted [english dubbed],3.6,documentaries
best night ever,3.6,"comedy,documentaries"
zana,3.4,drama
what have we done to deserve this?,3.5,"comedy,drama"
we had it coming,3.5,"drama,thriller,action"
two worlds colliding,3.5,documentaries
treasure 8,3.5,documentaries
the wrong path,3.6,"drama,thriller,action"
the swindlers,3.6,"comedy,thriller,action"
the minis,3.5,comedy
the boss and the worker,3.5,comedy
tempest eye,3.4,comedy
steal this movie,3.5,drama
simha (kannada),3.6,"comedy,drama"
senior entourage,3.5,comedy
open door,3.5,drama
one step from me,3.6,"comedy,drama"
mccanick,3.6,"comedy,drama"
martha of the north,3.6,documentaries
life on the rocks,3.6,"comedy,drama"
let me be frank,3.5,"comedy,drama"
lego monkie kid: a hero is born,3.6,"comedy,animation"
jj barrows: doodle all day,3.7,"comedy,documentaries,others"
jeff allen: i can laugh about it now,3.5,"comedy,documentaries,others"
halloween heroes,3.6,"comedy,animation"
finding dawn,3.4,documentaries
eddie izzard: dress to circle,3.6,"comedy,documentaries,others"
chinese speaking vampires,3.6,"comedy,thriller"
cerebrum,3.5,"science fiction,thriller,action"
boboiboy: elemental heroes,3.5,"comedy,animation"
blunderpuss,3.5,comedy
blue call,3.5,"thriller,action"
blind ghost,3.6,thriller
bicycle kick,3.5,drama
battered,3.5,"comedy,thriller,action"
american masters: raul julia: the world's a stage,3.6,documentaries
all creatures here below,3.5,"drama,thriller,action"
adrift in soho,3.6,drama
adam and evelyn,3.5,"comedy,drama"
acting out,3.5,drama
write to kill,3.5,"drama,thriller,action"
windcroft,3.4,"drama,thriller,action"
what makes a family,3.5,drama
what is my name,3.5,drama
viyabari,3.5,"comedy,drama"
vivaramana aalu,3.5,"comedy,drama"
uptown girls,3.5,comedy
untamed heart,3.6,"comedy,drama"
unsurety,3.5,"comedy,drama"
universal soldier,3.6,"comedy,science fiction,action"
tuck jagadish (tamil),3.5,"drama,animation"
troll,3.6,thriller
topkapi,3.5,comedy
things you can tell just by looking at her,3.5,drama
the whereabouts of jenny,3.5,"drama,animation"
the thing (2011),3.5,"comedy,science fiction,thriller,action"
the squid and the whale,3.5,drama
the sneak over,3.5,"comedy,animation"
the rookies,3.5,comedy
the rage: carrie 2,3.5,"drama,science fiction,thriller,action"
the pudgie movie,3.5,comedy
the outer darkness,3.5,thriller
the organization,3.6,"comedy,drama"
the midnight after,3.5,"comedy,drama,thriller"
the michelle apartments,3.4,"comedy,thriller,action"
the life aquatic with steve zissou,3.6,"comedy,science fiction,action"
the joyriders,3.6,"drama,thriller,action"
the grudge 2,3.5,thriller
the great train robbery,3.5,"comedy,science fiction,action"
the great hypnotist,3.5,"comedy,drama,thriller,action"
the graduate,3.6,"comedy,drama"
the forest killer,3.5,"drama,thriller,action"
the crocodile hunter: collision course,3.5,comedy
the comedy of terrors,3.5,thriller
the burning bed,3.6,drama
the brain (1988),3.6,thriller
the boat,3.5,"thriller,action"
the best exotic marigold hotel,3.5,"comedy,drama"
the bad news bears (1976),3.6,comedy
that day we sang,3.5,"comedy,drama,documentaries,others"
terror in a texas town,3.4,"science fiction,action"
ten minutes to midnight,3.4,thriller
taller than the trees,3.5,"comedy,drama,thriller,action"
taken,3.5,"comedy,drama"
swimming for gold,3.5,"comedy,animation"
summer rebels,3.5,"comedy,animation"
sugar hill,3.6,thriller
sudden terror: the hijacking of schoolbus 17,3.6,drama
stormy weathers,3.5,comedy
still of the night,3.6,drama
stargate,3.7,"science fiction,thriller,action"
starblack,3.5,"science fiction,action"
squirm,3.5,thriller
snow,3.5,drama
sleepaway camp ii: unhappy campers,3.6,thriller
sign of the gladiator,3.4,"comedy,drama"
shots fired,3.6,comedy
she never died,3.5,"comedy,drama"
sea ghost,3.6,"comedy,science fiction,thriller,action"
scream and scream again,3.5,thriller
scorpio,3.6,"comedy,drama"
scarecrows,3.5,thriller
saving mr. wu,3.5,"comedy,thriller,action"
salvador,3.5,drama
saginaw trail,3.5,"science fiction,action"
rugrats go wild,3.5,animation
rolling thunder,3.6,"comedy,drama"
rival,3.6,"drama,thriller,action"
resident evil: retribution (4k uhd),3.5,"comedy,science fiction,thriller,action"
resident evil: retribution,3.5,"comedy,science fiction,action"
ratter,3.5,"drama,thriller,action"
raising arizona,3.6,comedy
pumpkin,3.6,"comedy,drama"
prisoners of the sun,3.5,"comedy,thriller"
possession: the ingloda within,3.6,"thriller,action"
pokémon the movie 2000,3.5,animation
play or die,3.5,"thriller,action"
play,3.5,drama
pitruroon,3.5,drama
pinky moge wali 2,3.5,"comedy,drama"
pack train,3.5,"science fiction,action"
ouija japan,3.6,thriller
one more flip,3.5,drama
once upon a time in mexico,3.5,"comedy,drama,science fiction,action"
once upon a crime,3.5,comedy
on top of old smoky,3.6,"science fiction,action"
on golden pond,3.5,drama
off the lip,3.5,comedy
now is the time,3.5,documentaries
not like everyone else,3.5,drama
no secrets,3.5,"drama,thriller,action"
night of the demons,3.6,"comedy,thriller"
new year's evil,3.5,thriller
my story,3.5,drama
my name is pauli murray,3.5,"drama,documentaries"
my kingdom come,3.6,documentaries
my grandpa is an alien,3.5,"comedy,animation"
motel hell,3.5,"science fiction,thriller,action"
more sex and the single mom,3.6,"comedy,drama"
mick jagger: the ultimate performer,3.6,documentaries
max bishop,3.5,"comedy,thriller,action"
man from del rio,3.5,"science fiction,action"
makoki: a deadly love,3.5,comedy
madurey,3.5,"comedy,drama"
madison,3.6,"comedy,drama,documentaries"
lucy,3.5,"comedy,drama"
lovely,3.6,"comedy,drama"
love letters,3.5,"comedy,drama"
love field,3.5,drama
lost in hong kong,3.6,comedy
little man tate,3.5,drama
last of the pony riders,3.5,"comedy,science fiction,action"
last action hero (4k uhd),3.5,"comedy,science fiction,action"
last action hero,3.5,comedy
lara croft tomb raider: the cradle of life (4k uhd),3.6,"comedy,drama,science fiction,action"
lara croft tomb raider: the cradle of life,3.6,"science fiction,action"
la condesa,3.6,thriller
killers,3.6,comedy
jiminy glick in lalawood,3.5,"comedy,thriller,action"
je suis a stand-up: eddie izzard abroad,3.5,"comedy,documentaries,others"
jay stevens: life is hilarious,3.5,"comedy,documentaries,others"
jaguar (kannada),3.5,"comedy,drama"
jack ryan: shadow recruit,3.6,"comedy,drama"
it's a wonderful afterlife,3.6,"comedy,drama"
interview,3.4,drama
inside moves,3.5,drama
hotel limbo,3.5,comedy
highway to hell,3.5,thriller
heartbreakers,3.5,comedy
hathat neerar jonyo,3.4,"comedy,drama"
hamlet,3.5,drama
hackers,3.5,"drama,thriller,action"
grizzly mountain,3.6,"science fiction,animation,action"
good old friends,3.6,comedy
goldtown ghost riders,3.5,"comedy,science fiction,action"
gentlemen of fortune,3.5,"comedy,drama"
garden state,3.5,"comedy,drama,documentaries"
future shock,3.6,"science fiction,thriller,action"
fort massacre,3.5,"drama,science fiction,action"
fort defiance,3.6,"drama,science fiction,action"
fools rush in,3.6,"comedy,drama"
flight of the phoenix (2004),3.5,"comedy,drama,science fiction,action"
flash of genius,3.5,drama
first shot,3.6,comedy
fellini forward,3.5,documentaries
fatal contact: bird flu in america,3.5,"drama,science fiction,thriller,action"
fascination,3.5,"comedy,drama,thriller,action"
exorcist: the beginning,3.6,"comedy,science fiction,thriller,action"
eva,3.5,drama
eternal,3.6,"thriller,action"
emerald falls,3.5,"thriller,action"
el topo,3.5,drama
eddie izzard: unrepeatable,3.6,"comedy,documentaries,others"
eddie izzard: stripped,3.5,"comedy,documentaries,others"
duplicity,3.5,"drama,thriller,action"
doorways,3.6,"comedy,science fiction,thriller,action"
dolls,3.5,thriller
die hard: with a vengeance (4k uhd),3.5,"comedy,science fiction,action"
die hard with a vengeance,3.6,"thriller,action"
die hard,3.6,"thriller,action"
dennis gaxiola: before the wall goes up,3.6,"comedy,documentaries,others"
death wish v: the face of death,3.5,"comedy,drama"
dc sniper,3.4,"comedy,thriller,action"
creepy clowns,3.5,"thriller,action"
corey rodrigues: people whisperer,3.6,"comedy,documentaries,others"
come away home,3.5,drama
color of love: the jacey story,3.5,drama
clip: validation check capi,3.6,comedy
chehre,3.5,"thriller,action"
chattahoochee,3.5,drama
caveman,3.6,comedy
case sensitive: the point of rescue,3.5,"drama,thriller,action"
carrington,3.5,"comedy,drama"
capricorn one,3.5,"comedy,thriller,action"
calcutta 71,3.5,drama
butterflies,3.5,drama
butch cassidy and the sundance kid (4k uhd),3.5,"comedy,drama,science fiction,action"
butch cassidy and the sundance kid,3.5,"comedy,drama,science fiction,action"
burning man: the musical,3.5,"comedy,documentaries,others"
burn country,3.5,"drama,thriller,action"
bulworth,3.5,"comedy,drama"
bullets don't argue,3.6,"science fiction,action"
bt: my life as i know it now!,3.5,"comedy,documentaries,others"
broken english,3.5,"comedy,drama,documentaries"
boris and natasha: the movie,3.6,comedy
blue crush 2,3.6,"comedy,drama,documentaries"
blizzard,3.5,animation
blippi's spooky spells halloween,3.5,animation
blacula,3.5,thriller
"black coal, thin ice",3.6,"comedy,drama"
black as night,3.6,thriller
bingo hell,3.5,thriller
bhaloo,3.4,drama
beer,3.5,comedy
banshiwala,3.6,drama
bad influence,3.5,"drama,thriller,action"
babes in toyland (1997),3.5,animation
babes in toyland (1986),3.5,"documentaries,others"
atonement,3.6,"drama,thriller,action"
assassination,3.6,comedy
andy woodhull: world's greatest stepdad,3.6,"comedy,documentaries,others"
an all dogs christmas carol,3.6,animation
amazing grace (1974),3.5,comedy
all's faire in love,3.6,comedy
agathiyar,3.5,drama
"adios, sabata",3.5,"science fiction,action"
acts of defiance,3.5,documentaries
across the moon,3.5,drama
a good year,3.4,comedy
a chorus line,3.5,"drama,documentaries,others"
a bucket of blood,3.5,"comedy,thriller"
83 degrees - ski the north,3.4,"comedy,documentaries"
66 sadashiv,3.4,"comedy,drama"
1984,3.5,drama
10 to midnight,3.5,"comedy,science fiction,action"
zombie warz: falls the shadow,3.4,"comedy,thriller"
zameer,3.5,"comedy,drama"
youth in oregon,3.6,"comedy,drama"
welcome to the jungle,3.5,comedy
twelve,3.5,"drama,thriller,action"
tuck jagadish (malayalam),3.5,"drama,animation"
totò eva e il pennello proibito,3.5,comedy
the selling,3.5,"comedy,thriller"
the right distance,3.6,"drama,thriller,action"
the prophecy 2,3.5,drama
the prophecy,3.5,drama
the morning after,3.5,"comedy,drama"
the magic voyage,3.5,"comedy,animation"
the last exorcism,3.5,thriller
the lady doctor,3.5,comedy
the intruder,3.5,drama
the ice forest,3.5,"comedy,drama,thriller,action"
the dog who saved christmas,3.5,"comedy,animation"
the breaking point,3.4,"comedy,drama,thriller,action"
the boyfriend school,3.6,comedy
swallows and amazons,3.6,"comedy,drama,animation"
six three times,3.5,drama
sins of desire,3.5,"drama,thriller,action"
side chicks,3.5,"comedy,drama"
shutter,3.5,"drama,thriller,action"
savage land,3.5,"science fiction,animation,action"
sashinka,3.6,"comedy,drama"
roommate (hindi),3.5,"drama,thriller,action"
red dog,3.6,comedy
project a-ko 2: plot of the daitokuji financial group,3.5,animation
perfect romance,3.5,comedy
pati patni aur woh,3.5,comedy
paradise by the dashboard light,3.5,drama
outlaws: the legend of o.b. taggart,3.4,"science fiction,action"
nanak dukhiya sub sansar,3.5,"comedy,drama"
nambiar (hindi),3.5,"comedy,drama,science fiction,action"
naam,3.5,"comedy,drama"
mugguru monagallu,3.5,"comedy,drama,thriller,action"
like dogs,3.5,thriller
let there be light,3.5,"thriller,documentaries,action"
kanave kalaiyadhe,3.6,"comedy,drama"
jack'd up,3.5,drama
high wire,3.4,documentaries
hawaii,3.7,drama
halloween with the new addams family,3.6,comedy
guns of banaras,3.5,"comedy,drama"
gli onorevoli,3.5,comedy
get shorty,3.4,"comedy,thriller,action"
games of desire,3.5,"comedy,drama"
friends at last,3.6,drama
final run,3.6,"comedy,drama"
farm to fork to love,3.5,"comedy,drama"
exit humanity,3.6,thriller
evidence of blood,3.6,drama
entanglement,3.4,drama
electrician,3.5,"drama,documentaries"
dreaming of braddock,3.5,"comedy,drama"
dive,3.5,drama
deya neya,3.5,"comedy,drama"
delusion,3.6,"thriller,action"
dancin: it's on,3.5,"documentaries,others"
confessions of an american bride,3.5,comedy
cold turkey,3.5,comedy
child in the night,3.5,"drama,thriller,action"
camouflage,3.5,"comedy,thriller,action"
bermuda triangle,3.6,"comedy,drama"
bandslam,3.6,"comedy,drama,animation"
bagdad cafe,3.6,"comedy,drama"
attack of the unknown,3.5,"comedy,science fiction,thriller,action"
apology for murder,3.6,"drama,thriller,action"
all that matters,3.6,"comedy,drama"
zombie massacre,3.6,"comedy,science fiction,thriller,action"
videola,3.6,drama
unspeakable,3.4,"drama,thriller,action"
top five,3.6,comedy
timber the treasure dog,3.6,"comedy,animation"
tiktok,3.6,documentaries
the right kind of wrong,3.5,"comedy,documentaries"
the passion of the christ,3.5,drama
the pack,3.6,drama
the human solution,3.6,drama
the girl who killed her parents,3.4,drama
the boy who killed my parents,3.5,drama
terror trap,3.5,"thriller,action"
sight unseen,3.6,"thriller,action"
secret of nimh 2: timmy to the rescue,3.5,animation
prometheus (4k uhd),3.5,"science fiction,action"
prometheus,3.5,"science fiction,thriller,action"
nootokka jillala andagadu,3.6,"comedy,drama"
noddy saves christmas,3.5,"animation,documentaries"
new france,3.6,"drama,documentaries"
morphle halloween special - the halloween candy magic pet,3.6,animation
maradona - the hand of god,3.5,"drama,documentaries"
love and love only,3.6,"comedy,drama"
held up,3.5,comedy
harlan county war,3.6,drama
for you i die,3.5,"drama,thriller,action"
flawless,3.6,"comedy,drama,others"
edgar allan poe's requiem for the damned,3.6,"thriller,action"
eddie izzard: circle,3.5,"comedy,documentaries,others"
criminal mind,3.5,"thriller,action"
cracking up,3.6,comedy
code red,3.5,"comedy,science fiction,thriller,action"
vallanzasca angel of evil,3.6,"comedy,drama"
undergods,3.5,"comedy,drama,science fiction,action"
the blackout experiment,3.6,"thriller,action"
tell it to the bees,3.6,"comedy,drama,others"
"no loss, no gain",3.5,"comedy,thriller,action"
medusa,3.5,thriller
marathon,3.5,"comedy,documentaries"
baby brokers,3.5,drama
abandoned and deceived,3.5,drama
sharks of the corn,3.5,thriller
northmen: a viking saga,3.6,comedy
maggie shayne's embrace the twilight,3.6,"comedy,drama,thriller,action"
hell behind bars,3.5,"comedy,drama"
head count,3.6,"thriller,documentaries,action"
blame,3.5,"comedy,drama,thriller,action"
behind the sightings,3.5,thriller
almost famous,3.5,drama
wolves,3.5,"comedy,science fiction,thriller,action"
wishmaster,3.5,"science fiction,thriller,action"
us,3.6,drama
tuhya dharma koncha,3.6,"drama,animation"
trophy,3.6,"thriller,action"
the tall texan,3.5,"drama,others"
the slime people,3.5,"science fiction,action"
the sacrament,3.5,"thriller,documentaries,action"
the rangers: bloodstone,3.5,"comedy,science fiction,action"
the dark dance,3.5,"drama,others"
the collingswood story,3.5,thriller
tarzan,3.5,"comedy,drama,animation"
tainted blood,3.6,thriller
surrender: hell!,3.5,"comedy,drama"
spare room,3.5,"drama,animation"
sometimes our friends come over (and sometimes we're all alone),3.5,"comedy,drama,documentaries"
some freaks,3.5,"comedy,drama,documentaries"
sleep eaters,3.5,thriller
shark huntress,3.5,"comedy,thriller,action"
road to the lemon grove,3.6,drama
red sun rising,3.6,comedy
price of love,3.5,"drama,thriller,action"
picasso,3.5,drama
padmavyuha,3.5,"drama,thriller,action"
open marriage,3.6,"thriller,action"
obsession,3.5,"drama,thriller,action"
night feeder,3.5,thriller
nicholas nickleby,3.6,"drama,science fiction,action"
mystery of the nile,3.6,documentaries
moonwalkers,3.5,comedy
luxor,3.5,"comedy,drama,documentaries"
kanabadutaledu,3.5,"comedy,drama,thriller,action"
judas,3.5,"comedy,drama"
joy & hope,3.6,"comedy,drama"
ide antaranga shuddhi,3.6,"drama,thriller,action"
honor among thieves,3.5,"comedy,science fiction,action"
gerri curls,3.5,comedy
filth,3.6,"comedy,drama,documentaries"
faith in humanity restored,3.5,documentaries
europen people,3.5,"comedy,documentaries"
eric clapton: standing at the crossroads,3.5,documentaries
driven to dance,3.5,drama
die hard 2 (4k uhd),3.6,"comedy,science fiction,action"
dangerous afternoon,3.6,"drama,thriller,action"
cover-up,3.5,"comedy,thriller,action"
constantine and the cross,3.5,"drama,documentaries"
cocomelon halloween songs,3.6,animation
clip: act 5 - title 5,3.6,animation
clip: act 5 - title 3,3.5,comedy
cheyenne wildcat,3.5,"comedy,science fiction,action"
cbgb,3.5,"comedy,drama"
brahmanandam drama company,3.6,"comedy,thriller,action"
black book,3.4,"drama,thriller,action"
all good things,3.5,"comedy,drama,thriller,action"
a spark in nothing,3.6,"comedy,drama"
a monkey's tale,3.6,animation
50 summers,3.6,documentaries
what lies beneath,3.5,"thriller,action"
warning from space,3.5,"comedy,drama,science fiction,action"
wallflower,3.4,"thriller,action"
trapped child,3.5,"drama,thriller,action"
the whistle blower,3.5,"drama,thriller,action"
the undertaker,3.5,thriller
the people of the kattawapiskak river,3.6,documentaries
the host (english subtitled),3.6,"thriller,documentaries,others"
the green sea,3.6,"drama,thriller,action"
the consequence,3.5,comedy
parched 2: hangry,3.5,"comedy,thriller"
open five 2,3.5,"comedy,drama"
one,3.6,drama
my ancestors were rogues and murderers,3.5,documentaries
messalina,3.5,"comedy,drama"
magari resto (maybe i'll stay),3.5,"comedy,drama"
made in chinatown,3.6,comedy
lured innocence,3.6,"drama,thriller,action"
legend of a warrior,3.5,documentaries
lance woods: undeniable,3.7,"comedy,documentaries,others"
la cambiale,3.5,comedy
kept woman,3.5,"drama,thriller,action"
jurassic galaxy,3.5,"comedy,science fiction,action"
invasion of the cubecumbers,3.6,"animation,documentaries"
iberion,3.4,"comedy,drama,thriller,action"
i motorizzati,3.4,comedy
hyderabad dreams,3.6,drama
hatched,3.6,"comedy,science fiction,thriller,action"
gopyam - the secret,3.5,"drama,animation,thriller,action"
goodbye seventies,3.5,"drama,others"
gaddappana duniya (hindi),3.5,"comedy,drama"
bandivan mi yhya sansari,3.6,drama
a stormy night,3.5,"drama,others"
we bought a zoo: world premiere,3.6,drama
we bought a zoo: in character with scarlett johansson,3.6,drama
we bought a zoo: in character with matt damon and scarlett johansson,3.5,drama
we bought a zoo: direct effect: cameron crowe,3.4,drama
untitled horror movie,3.5,"comedy,thriller"
tomorrow never dies (4k uhd),3.5,"comedy,science fiction,thriller,action"
tomorrow never dies,3.4,"comedy,thriller,action"
the world is not enough (4k uhd),3.6,"comedy,science fiction,action"
the world is not enough,3.5,"comedy,science fiction,thriller,action"
the wedding trip,3.5,comedy
the trench,3.6,drama
the manor,3.5,thriller
the lumineers: iii,3.5,"documentaries,music"
the lazarus effect,3.5,"science fiction,thriller,action"
the christmas edition,3.5,drama
the a team: making a scene,3.6,"comedy,science fiction,action"
quantum of solace (4k uhd),3.6,"comedy,drama,science fiction,action"
quantum of solace,3.5,comedy
pune 52,3.5,"drama,thriller,action"
pro wrestlers vs zombies,3.5,"comedy,thriller"
plan,3.6,"comedy,thriller,action"
ong bak 3,3.5,comedy
matthew bourne's the car man,3.6,"documentaries,others"
mar negro,3.5,thriller
malevolent,3.5,"thriller,documentaries"
madres,3.6,thriller
lansky,3.4,"comedy,thriller,action"
justin bieber: our world,3.5,"documentaries,others"
hero and the terror,3.4,"comedy,drama,thriller,action"
goldeneye (4k uhd),3.6,"comedy,science fiction,action"
goldeneye,3.6,"comedy,thriller,action"
felícia 2,3.6,"comedy,drama,others"
evilution,3.5,"comedy,science fiction,thriller,action"
die another day (4k uhd),3.6,"comedy,science fiction,action"
die another day,3.5,comedy
death and all his friends,3.6,drama
dear christmas,3.6,drama
dead serious,3.5,"comedy,science fiction,action"
date night: world premiere,3.6,comedy
date night: making a scene,3.5,comedy
casino royale (2006) (4k uhd),3.6,"comedy,drama,science fiction,action"
c.r.usher,3.5,drama
book of fire,3.5,"science fiction,thriller,action"
basement jack,3.5,thriller
american renegades,3.5,comedy
a-team: life after film school with joe carnahan,3.6,"comedy,science fiction,action"
a family man,3.5,drama
5th street,3.5,"comedy,thriller,action"
weapons of mass discussion,3.5,drama
villain,3.5,"comedy,drama"
under the greenwood tree,3.6,"comedy,drama"
un mundo secreto,3.6,"comedy,drama"
the starving games,3.6,"comedy,science fiction,action"
the star,3.5,"comedy,drama"
the shadow,3.4,"science fiction,thriller,action"
the hound of the baskervilles (1959),3.6,"drama,thriller,action"
the gracefield incident,3.5,"comedy,thriller,action"
the a-team,3.5,comedy
surviving america,3.5,documentaries
suicide commandos,3.6,"comedy,drama"
stomp the yard,3.6,drama
staying afloat,3.6,"comedy,drama"
silent cries,3.5,drama
scarlet,3.5,"comedy,drama"
rage and honor,3.5,comedy
messenger of death,3.5,comedy
meet the spartans,3.5,comedy
legends of sleepy hollow,3.6,thriller
knight and day,3.5,comedy
knifecorp,3.5,"thriller,action"
klown kamp massacre,3.5,"comedy,thriller"
kicking & screaming,3.6,comedy
john tucker must die,3.6,"comedy,documentaries"
happy little bunnies,3.5,"comedy,thriller,documentaries"
haikara-san: here comes miss modern part 1,3.5,"comedy,drama,animation"
gold digger,3.5,comedy
game on,3.6,"comedy,drama"
fugitive nights: danger in the desert,3.6,"comedy,drama"
doc west - part 1,3.5,"comedy,science fiction,action"
date night,3.6,comedy
chinnanjiru kiliye,3.5,"comedy,drama"
chinna chinni asha,3.5,"comedy,drama"
bride wars,3.5,comedy
bojangles,3.5,drama
blue moon,3.5,drama
ardha shathabdham,3.5,"comedy,drama"
a perfect enemy,3.5,"comedy,thriller,action"
a little bit zombie,3.5,"comedy,thriller"
a girl like grace,3.5,"drama,documentaries"
wild fire,3.5,"comedy,drama"
white night,3.5,drama
what happens in vegas (extended edition),3.5,comedy
what happens in vegas,3.5,comedy
we bought a zoo,3.5,"comedy,drama"
tooth fairy 2,3.5,"comedy,animation"
the sitter (unrated),3.5,comedy
the sitter,3.6,comedy
the shadow side,3.5,"thriller,action"
the rocky horror picture show,3.5,"comedy,science fiction,documentaries,action,others"
the rocker,3.5,"comedy,documentaries,others"
the princess bride (4k uhd),3.5,"comedy,drama,science fiction,action"
the princess bride,3.5,"comedy,science fiction,animation,action"
the luzhin defense,3.5,drama
thalaivii (telugu),3.7,drama
thalaivii (tamil),3.6,drama
thalaivii (malayalam),3.5,drama
thalaivii (kannada),3.5,drama
snow white,3.5,"science fiction,animation,documentaries,action,others"
shanghai knights,3.5,"comedy,science fiction,action"
pretty woman (plus bonus content),3.5,"comedy,drama"
pretty woman,3.6,comedy
pieces of a dream: a story of gambling,3.5,documentaries
oven,3.6,drama
no sleep 'til christmas,3.5,drama
meet the spartans (uncut),3.5,comedy
marley & me,3.5,"comedy,drama,animation"
love & other drugs,3.5,"comedy,drama"
little miss sunshine,3.6,"comedy,drama"
knight and day (extended edition),3.5,"comedy,science fiction,action"
judge dredd,3.6,"thriller,action"
jack,3.5,comedy
i can't breathe,3.5,"drama,documentaries"
famo$o (4k uhd),3.6,documentaries
date night (extended cut),3.6,comedy
dard divorce,3.5,"drama,thriller,action"
anaganaga oka nenu,3.6,"comedy,drama,thriller,action"
a place at the table,3.5,documentaries
12 dates of christmas,3.5,"comedy,drama"
10 things i hate about you,3.5,"comedy,drama"
the man in the hat,3.6,comedy
river,3.6,"drama,science fiction,thriller,action"
pride of the bowery,3.6,comedy
outpost,3.5,comedy
harry brown,3.5,"comedy,drama,thriller,action"
duck the halls: a mickey mouse christmas special,3.6,"comedy,drama,animation"
ernest saves christmas,3.5,comedy
ice age: a mammoth christmas,3.6,"comedy,drama,animation"
the queen family singalong,3.5,music
becoming cousteau,3.6,documentaries
a muppets christmas: letters to santa,3.6,"comedy,drama,music"
adventure thru the walt disney archives,3.6,documentaries
puppy for hanukkah,3.5,"comedy,drama,music"
the pixar story,3.6,"comedy,drama,documentaries"
america the beautiful,3.5,documentaries
baymax!,3.5,animation
ciao alberto,3.5,"comedy,drama,animation"
enchanted,3.5,"comedy,drama"
feast,3.4,"comedy,drama,animation"
frozen fever,3.5,"comedy,drama,animation"
get a horse!,3.5,"comedy,science fiction,animation,action"
home sweet home alone,3.5,"comedy,drama"
jungle cruise,3.5,"comedy,drama,science fiction,action"
limitless with chris hemsworth,3.6,documentaries
