title,score,categorias
a werewolf in england,3.5,thriller
a state of mind,3.6,"drama,documentaries"
a dog barking at the moon,3.4,"drama,thriller,action,others"
4x4,3.5,"thriller,action"
2nd chances,3.5,"drama,animation,documentaries"
zabardast,3.5,"documentaries,others"
the inspector wears skirts,3.5,comedy
the hurricane,3.5,"comedy,drama"
still the water,3.6,"comedy,drama"
steps,3.5,drama
i want you,3.5,drama
toofaan,3.5,documentaries
malik,3.5,"drama,thriller,action"
topper returns,3.6,comedy
to kill the dragon,3.6,"science fiction,thriller,action"
the westerner,3.7,"comedy,drama,science fiction,action"
the mimic,3.5,comedy
the incredible story of the lady of the third floor,3.5,"thriller,action"
the hitch-hiker,3.5,"comedy,drama,thriller,action"
the girl in the book,3.6,drama
the campaign,3.5,drama
the bat,3.5,thriller
summertime songs for kids with little baby bum,3.4,animation
sir arthur conan doyle's the lost world,3.6,"comedy,science fiction,action"
reunion massacre,3.5,thriller
relaxer,3.5,"comedy,drama"
prakash electronics,3.5,"comedy,drama"
narappa,3.6,"comedy,drama"
magic trip,3.6,documentaries
khabardar,3.5,"comedy,thriller,action"
jack vs lanterns,3.5,thriller
ink,3.5,"drama,thriller,action"
i melt with you,3.5,"drama,thriller,action"
his girl friday,3.6,"comedy,drama"
gounder vettu mappillai,3.5,"comedy,drama"
going for golden eye,3.6,comedy
full 3 dhamaal,3.5,comedy
for the love of money,3.5,"comedy,drama"
five grand,3.5,"science fiction,action"
far from the apple tree,3.6,"science fiction,thriller,action"
ek gadi baki anadi,3.6,comedy
dynamite,3.5,"comedy,drama"
diwan,3.4,"comedy,drama"
detour,3.6,drama
chutney popcorn,3.5,comedy
call time: the finale,3.5,"thriller,action"
bunty aur babli,3.6,"comedy,others"
brotherhood,3.5,"comedy,drama"
blood born,3.5,thriller
bala,3.5,"comedy,drama"
anari,3.6,"comedy,drama"
without fear,3.5,comedy
va: quarter cutting,3.6,"comedy,drama"
trackside goons,3.5,"comedy,drama"
the tiny life of butcher duke,3.5,"comedy,documentaries"
the surrogacy trap,3.6,"drama,thriller,action"
the perfect host: a southern gothic tale,3.6,drama
the inheritance,3.5,"drama,thriller"
the hackers,3.5,thriller
the dead lands,3.5,"comedy,science fiction,thriller,action"
the chef's wife,3.5,"comedy,drama"
the box,3.6,"thriller,action"
the believer,3.5,"thriller,action"
standby,3.6,comedy
sideshow,3.5,"thriller,action"
serena,3.6,drama
sabapathy,3.6,"comedy,drama"
pasión que redime,3.6,"comedy,drama"
osthe,3.6,"comedy,drama"
one last thing,3.5,"comedy,drama,documentaries"
once is enough,3.5,"comedy,documentaries"
natasha pearl hansen: i was supposed to get married today,3.4,"comedy,documentaries,others"
morphle - summertime special,3.5,animation
kill me tender,3.6,"comedy,drama"
kaakha kaakha,3.6,"comedy,thriller,action"
guerrilla: the taking of patty hearst,3.6,documentaries
georges the great,3.5,drama
gayatri,3.5,drama
evocateur: the morton downey jr. movie,3.5,documentaries
death ranch,3.5,"comedy,thriller"
dead air,3.5,thriller
creditors,3.6,"comedy,drama"
burning plain,3.5,"drama,thriller,documentaries,action"
budget padmanabhan,3.5,"comedy,drama"
blood of redemption,3.6,comedy
black river monster,3.5,comedy
bad cupid,3.6,comedy
autobiography mike tyson,3.5,documentaries
angel and the badman,3.5,"science fiction,action"
ambush at dark canyon,3.5,"comedy,science fiction,action"
27 september,3.4,drama
vazhakku enn 18/9,3.5,"drama,thriller,action"
the terrible adventure,3.5,"comedy,animation"
the legend of lizzie borden,3.5,drama
thathi thavudhu manasu,3.6,"comedy,drama"
netflix vs. the world,3.6,documentaries
mrs. whittle's cottage,3.5,animation
motorama,3.5,"drama,science fiction,action"
lock down love,3.5,"drama,documentaries"
little bite in the big city,3.5,animation
guardians of the lost code,3.6,"comedy,animation"
gandha,3.5,drama
first signal,3.5,"science fiction,action"
come morning,3.5,"drama,documentaries"
a cowgirl's story,3.6,"comedy,drama"
8aam number veedu,3.5,thriller
white god,3.4,"drama,thriller"
we two - naam iruvar,3.5,drama
vaasta,3.6,"thriller,documentaries"
track the mystery,3.5,"comedy,thriller,action"
the mission,3.5,"comedy,documentaries,others"
the forgotten,3.6,thriller
the flip side,3.5,"comedy,drama,documentaries"
the final code,3.6,drama
the changeover,3.5,"thriller,action"
the ballad of billy mccrae,3.5,"comedy,drama,thriller,action"
straight edge kegger,3.6,"thriller,action"
starfish,3.6,"comedy,drama"
shedding,3.6,drama
scavengers,3.5,"drama,thriller,action"
return to blood fart lake,3.5,thriller
results,3.5,comedy
open,3.6,"comedy,drama"
ms. white light,3.6,"comedy,drama"
monsters of man,3.5,"comedy,science fiction,action"
money fight,3.5,"comedy,thriller"
misrule,3.6,"drama,thriller,action,others"
jolt,3.5,comedy
ikkat,3.6,"comedy,drama"
how i live now,3.6,"comedy,drama,thriller,action"
healing from hate,3.6,documentaries
gun and a hotel bible,3.6,drama
fallen,3.5,"drama,science fiction,action"
exodus,3.6,"comedy,drama,science fiction,action"
deivapiravi,3.5,"comedy,drama,animation"
daniel isn't real,3.5,"thriller,action"
curse of aurore,3.5,"drama,thriller"
blippi's summer games,3.5,animation
beware of dog,3.5,"comedy,drama"
age of summer,3.6,comedy
yakov smirnoff: jokes from the folks,3.5,"comedy,documentaries,others"
underground,3.5,comedy
thunderbird 6,3.5,animation
the chinese caper,3.5,"comedy,drama"
thayumanavan,3.4,drama
r.e.g.i.n.a. i am,3.6,"comedy,science fiction,documentaries,action,others"
pass the light,3.5,drama
next time i'll aim for the heart,3.6,"drama,thriller,action"
nalla thambi,3.5,"comedy,drama"
nala damayanthi,3.5,"comedy,drama"
my bossy girl,3.6,"comedy,drama"
ms. purple,3.5,"comedy,drama"
marital problems,3.5,comedy
major chandrakanth,3.6,"comedy,drama"
kaakum karangal,3.5,drama
holy boom,3.6,drama
harichandra,3.5,drama
ghost walk,3.5,"drama,science fiction,thriller,action"
familiar environment,3.5,"drama,others"
daniel tiger's neighborhood: tiger family trip,3.6,animation
annaiyum pithavum,3.5,"comedy,drama"
affittasi vita,3.6,"comedy,drama"
a sunburnt christmas,3.4,comedy
willed to kill,3.6,"drama,thriller,action"
varnajalam,3.6,"thriller,action"
thiruda thirudi,3.5,"comedy,drama"
the ring-a-tangs - baby shark & more puppet kids songs,3.7,animation
the opposite of sex,3.5,comedy
the haunted hotel,3.5,"science fiction,thriller,action"
the german doctor,3.6,"comedy,drama,thriller,action"
stronger together,3.5,comedy
piccadilly jim,3.5,"comedy,drama"
partners,3.6,comedy
m.o.m. mothers of monsters,3.5,"thriller,action"
little john,3.6,"drama,science fiction,action"
lillith,3.5,thriller
like love,3.6,"comedy,drama"
jcvd,3.4,"comedy,thriller,action"
hoodman,3.4,"thriller,action"
framed,3.5,"comedy,drama,thriller,action"
debug,3.6,"science fiction,thriller,action"
dabangg 3 (tamil),3.5,"comedy,drama"
coming 2 america,3.5,comedy
capone,3.6,"drama,thriller,documentaries,action,others"
bottom feeders,3.6,comedy
100 kilos,3.5,"comedy,drama,thriller,action"
the yousers,3.4,"comedy,drama,thriller,action"
the stalker,3.6,"thriller,action"
the dance,3.5,"comedy,drama"
stop at nothing: the lance armstrong story,3.6,documentaries
stolen hours,3.5,drama
martin lawrence live: runteldat,3.5,"comedy,documentaries,others"
mario and fafa with friends,3.5,"comedy,animation"
killing jimmy hoffa,3.5,documentaries
jamesy boy,3.6,"comedy,drama,science fiction,action"
impact after the crash,3.5,documentaries
deceitful passions,3.5,"comedy,drama"
camino,3.5,"comedy,thriller,action"
buckjumping,3.5,"documentaries,others"
at the fork,3.5,documentaries
an eye for an eye,3.5,documentaries
age of heroes,3.5,"comedy,drama"
adventures of power,3.5,comedy
yellow water,3.6,"drama,documentaries"
yakov smirnoff: i bet you never looked at it that way!,3.6,"comedy,documentaries,others"
why moths fly to the light?,3.5,"comedy,drama"
where is chicky? - chapter five,3.5,"comedy,animation"
war path,3.5,"comedy,thriller,action"
vampire strippers,3.6,"comedy,thriller"
twinkle twinkle little star,3.5,"animation,music"
"three worlds, one stage",3.5,documentaries
thiruttu payale,3.5,"drama,thriller,action"
the walkers,3.6,comedy
takedown,3.4,comedy
t-34 (director's cut),3.6,"comedy,drama"
summer fun with cocomelon,3.5,animation
on thin ice,3.6,documentaries
making sense,3.6,"drama,science fiction,action"
love birds,3.5,"comedy,drama"
kadathal kaaran,3.5,"comedy,drama"
in the blink of an eye,3.6,drama
hitler's ss: portrait in evil,3.5,"comedy,drama"
hard tide,3.6,"drama,thriller,action"
gecko's garage 3d - gecko's great adventures,3.5,animation
foster kid,3.6,"drama,documentaries"
el lute ii: tomorrow i'll be free,3.5,drama
dreamtime,3.5,thriller
disencumber,3.5,"drama,documentaries"
dark planet,3.5,comedy
custodes,3.6,thriller
calvin marshall,3.6,"comedy,drama"
burma,3.5,"comedy,drama"
bannerghatta,3.6,"thriller,action"
band of robbers,3.5,"comedy,science fiction,action"
arasu,3.6,"comedy,drama"
angel in training,3.5,"animation,documentaries"
a lonely woman,3.6,drama
2025 - the world enslaved by a virus,3.5,"comedy,science fiction,action"
white sands,3.5,"comedy,drama"
the z,3.6,thriller
the ring-a-tangs - puppet nursery rhymes for kids,3.5,animation
the misadventures of mistress maneater,3.5,"comedy,drama"
the loners,3.5,"comedy,drama"
the last victims,3.5,"drama,thriller,action"
the absent,3.6,"drama,thriller,action"
tartarus,3.5,"comedy,thriller"
september rayne,3.6,"comedy,drama,thriller,action"
reefer madness,3.5,"comedy,drama"
namma oorukku ennadhan achu,3.6,"comedy,drama"
kaashi in search of ganga,3.6,"comedy,drama"
jatra,3.5,comedy
ice agent,3.5,"comedy,drama"
cool daddy,3.5,"documentaries,others"
arjun reddy,3.5,"comedy,drama"
anugraheethan antony,3.6,"comedy,drama"
andy peters: question. point. exclamation mark.,3.5,"comedy,documentaries,others"
all we got,3.6,drama
abhinetri,3.5,thriller
tyfelstei - an alpine horror tale,3.5,"thriller,action"
thought it was sweet,3.5,drama
the marriage fool (restored),3.5,"comedy,drama"
tale of tarot,3.5,"comedy,drama"
siddhi seere,3.5,drama
savannah,3.5,"drama,animation"
ring of fire,3.6,comedy
on happiness road,3.5,"comedy,drama,animation"
night sweats,3.5,"comedy,drama,thriller,action"
nerdland,3.5,"comedy,animation"
moral stories and more shows,3.5,animation
mexican moon,3.5,"drama,science fiction,action"
laundry day,3.5,"comedy,drama,documentaries"
killer tumbleweeds,3.5,comedy
just call me martina,3.5,"documentaries,others"
juice,3.6,"comedy,drama,thriller,action"
image test,3.6,comedy
flesh is heir to,3.6,"thriller,action"
egonìa,3.6,"drama,thriller,action"
dogged,3.5,thriller
citizens of the world,3.6,"comedy,drama"
chasing the rain,3.6,"drama,thriller,action"
beyond the woods,3.6,thriller
before dawn,3.5,thriller
angel flight down,3.6,"comedy,drama,thriller,action"
a tale of two bunnies,3.6,"comedy,drama"
whitey: united states of america v. james j. bulger,3.5,"thriller,documentaries,action"
two for joy,3.5,drama
trump vs the illuminati,3.5,"comedy,science fiction,action"
title post onboarding 8,3.5,comedy
there's somethng about mario,3.5,"comedy,drama"
the twins killing forests,3.6,"drama,documentaries"
the tunnel (english dub),3.6,"comedy,thriller,action"
the masked saint,3.6,drama
the little death,3.6,comedy
the last photograph,3.5,drama
the atlimeyaya file,3.5,"science fiction,action"
steuben county,3.5,"drama,thriller,action"
star,3.6,"comedy,drama"
solomon,3.5,drama
shock and awe,3.6,"comedy,drama"
seven,3.5,"thriller,action"
rewind,3.6,comedy
ptsd: the dread that follows,3.5,"drama,thriller,action"
princess of the red ficus tree - dazang tukung,3.6,"comedy,science fiction,animation,action"
palace,3.6,drama
"one too much school, the kidnapping of the victor",3.6,comedy
napulione remastered,3.5,comedy
murder bury win,3.5,"comedy,thriller,action"
maussan's ufo files,3.6,"drama,science fiction,action"
lilith,3.6,thriller
lemon,3.5,comedy
last shift,3.5,thriller
jump into the void,3.6,comedy
iris,3.5,documentaries
i am love (english subtitled),3.5,"drama,others"
hot dog,3.5,comedy
enna satham indha neram,3.4,drama
dangerous moves,3.5,"drama,thriller,action"
cod(cash on delivery),3.5,"comedy,drama"
caim,3.5,"drama,thriller,action"
black and white in color,3.5,"comedy,drama"
bhakshakaru (kannada),3.5,comedy
angels die hard!,3.6,"comedy,drama"
a new husband for christmas,3.6,"comedy,drama,documentaries"
a mother's escape,3.5,"thriller,action"
run for the sun,3.5,comedy
mr.bharath,3.5,"comedy,drama"
milgram and the fastwalkers 2,3.6,"science fiction,thriller,action"
grapes on a vine,3.6,"comedy,drama"
cypress under water,3.6,drama
you can't say no,3.6,comedy
willow (plus bonus features),3.6,"comedy,drama,science fiction,action"
whirlwind,3.5,"science fiction,documentaries,action"
we,3.6,"comedy,drama"
water for elephants,3.6,comedy
warrior queen,3.5,drama
venom coast,3.5,thriller
uyarndha manithan,3.5,drama
the world's oldest living bridesmaid,3.6,drama
the swing,3.6,drama
the russia house,3.4,"drama,thriller,action"
the old west,3.6,"science fiction,documentaries,action"
the lair of the white worm,3.6,"comedy,thriller"
the golden child,3.5,"science fiction,action"
thai pirandhal vazhi pirakkum,3.6,drama
something wild (1986),3.5,comedy
snake eater,3.5,comedy
six weeks,3.6,drama
sivappu malli,3.6,"comedy,drama"
sideways,3.5,"comedy,drama"
server sundaram,3.7,"comedy,drama"
separate lives,3.6,"drama,thriller,action"
secret window,3.6,"thriller,action"
seabiscuit,3.5,drama
saturday the 13th,3.6,"comedy,drama"
sanctuary,3.5,"science fiction,thriller,action"
rollerball (1975),3.6,"comedy,science fiction,action"
ring of fire ii: blood and steel,3.5,"comedy,drama"
ran (1985),3.6,"comedy,drama"
pogey beach,3.6,comedy
patriot games (4k uhd),3.5,drama
pachai vilakku,3.5,drama
orlando,3.5,"drama,science fiction,documentaries,action"
oh ship! it's a family trip,3.5,comedy
nobel son,3.5,"comedy,drama,thriller,action"
mud flat murders,3.5,"thriller,action"
mud,3.4,"drama,thriller,action"
monstrosity,3.5,thriller
mastermind,3.6,drama
machete,3.5,"comedy,drama,thriller,action"
live hard,3.4,drama
la bamba,3.6,drama
killer queen,3.5,"thriller,documentaries,action"
in her shoes,3.5,comedy
hit a lick,3.6,"comedy,drama"
hills of utah,3.5,"science fiction,documentaries,action"
herschel and the music of the stars,3.6,"drama,thriller"
her desperate choice,3.4,drama
finding ophelia,3.6,"comedy,drama,thriller,action"
father to son,3.6,drama
erotic fire of the unattainable,3.6,"comedy,drama"
emerald run,3.5,"comedy,drama,thriller,action"
elektra,3.6,comedy
dust,3.5,"comedy,drama,science fiction,action"
dear mr. gacy,3.5,"thriller,action"
dawn of the beast,3.6,"thriller,action"
céleste,3.6,"drama,documentaries"
caught,3.5,"thriller,action"
catch me if you can,3.5,"thriller,action"
borat: cultural learnings of america for make benefit glorious nation of kazakhstan,3.5,comedy
blondie brings up baby,3.5,comedy
blondie,3.5,comedy
biker chicz tv series: laconia bike week (pilot episode 1),3.5,documentaries
ballast,3.5,"drama,thriller,action"
annie hall,3.5,comedy
annabelle hooper and the ghosts of nantucket,3.6,"comedy,science fiction,animation,action"
american experience: the poisoner's handbook,3.6,documentaries
all about steve,3.5,comedy
a bucket of blood,3.6,"comedy,drama"
21,3.5,"drama,thriller,action"
zombie for sale,3.5,"comedy,thriller"
warlock,3.4,"comedy,thriller"
twilight's last gleaming,3.5,"drama,thriller,action"
three wise guys,3.6,comedy
the florentine,3.5,"comedy,drama"
sharktopus,3.5,"comedy,science fiction,thriller,action"
sankar guru,3.6,"comedy,drama"
blood brother,3.5,"drama,thriller,action"
berlin i love you,3.6,"comedy,drama"
assassin's game,3.5,"comedy,science fiction,action"
tumbledown,3.5,comedy
tracers,3.6,"comedy,thriller,action"
the taunting,3.5,thriller
the rainbow (1989),3.5,"comedy,drama,science fiction,action"
